ds,orig,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,res
2017-01-02 06:00:00,86000.0,-38.46974103544629,22.546271213741893,275.10050520027266,-455.15979157705266,-147.40543454926816,195.49611214217296,211.11279241898947,427.75868440713026,85509.02060177947,0.0
2017-01-02 09:00:00,85936.0,-52.84312324604616,6.905629945157003,265.98078561916515,-479.4745572200154,-146.28666569961467,193.9442024849454,211.05992436878122,427.66986936246224,85509.04393438516,0.0
2017-01-02 12:00:00,85958.0,16.120382924972876,2.8255058637978343,247.90329455328896,-503.7696877927099,-144.78723446632148,192.06399218408387,210.9984601933557,427.5780470877525,85509.06723945178,0.0
2017-01-02 15:00:00,85926.0,39.65053732368324,-2.9248769544256956,222.50479347038154,-527.6868335413347,-142.9019600299695,189.8560481042843,210.92855208555702,427.4832225547922,85509.09051698702,1.4551915228366852e-11
2017-01-02 18:00:00,85820.0,8.305590721125872,-22.6990186776851,191.21627715747533,-550.8676447122972,-140.62727378761056,187.32254932678302,210.85035223805562,427.3854007353725,85509.1137669988,0.0
2017-01-02 21:00:00,85688.0,-34.05235592977379,-53.04110716188101,154.35557790709217,-572.9537715516568,-137.9612096965963,184.4672774929078,210.7640128439214,427.2845866010067,85509.13698949497,1.4551915228366852e-11
2017-01-03 00:00:00,85616.0,-11.175273037702151,-84.3355836634558,111.6948527741884,-593.5868643056992,-134.90342635527645,181.2956388852276,210.6696860958248,427.18078512352076,85509.16018448336,1.4551915228366852e-11
2017-01-03 03:00:00,85582.0,35.34687449911532,-97.00807204604216,62.88543591040567,-612.4085732206058,-131.45497789761967,177.8144353217045,210.56752418659255,427.0740012745147,85509.18335197192,0.0
2017-01-03 06:00:00,85468.0,-37.98640190296358,-66.04815764938212,8.053146628859597,-629.0605485425751,-127.61817957481317,174.03172973755395,210.45767930908613,426.9642400258494,85509.20649196839,1.4551915228366852e-11
2017-01-03 09:00:00,85488.0,-9.512441810265356,-2.439884088421275,-49.84488649938601,-643.1844405179971,-123.39629499833818,169.95653342845907,210.34030365616704,426.8515063490726,85509.22960448072,0.0
2017-01-03 12:00:00,85538.0,45.73523582297602,60.028559402015475,-106.35120989558865,-654.421899392966,-118.79359034667601,165.5988602570162,210.21554942064466,426.73580521590617,85509.25268951667,-1.4551915228366852e-11
2017-01-03 15:00:00,85476.0,9.060059476382849,92.70637838801989,-156.48271221568174,-662.4145754136284,-113.81582165348105,160.9702139407342,210.08356879532838,426.61714159814125,85509.27574708419,0.0
2017-01-03 18:00:00,85388.0,-30.987044230634933,88.65985703118182,-196.22085885089888,-666.8041188264264,-108.46976409473187,156.08311734001936,209.94451397301017,426.49552046739535,85509.29877719108,0.0
2017-01-03 21:00:00,85298.0,-58.697883547102016,54.85331561602608,-224.60241644696475,-667.231354500236,-102.76328083326665,150.95035592439825,209.79853714648206,426.3709467954249,85509.32177984524,0.0
2017-01-04 00:00:00,85256.0,-28.82765860784257,-4.403255319722946,-241.5464300171381,-663.3317157522528,-96.70967234427238,145.58476092410027,209.64579050867502,426.2434255539516,85509.3447550545,0.0
